Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Family_Size,Spending_Score
Male,Yes,63,Yes,Homemaker,1,3,Low
Male,Yes,88,Yes,Executive,1,1,Low
Female,No,39,Yes,Engineer,,3,Low
Male,Yes,55,No,Engineer,1,4,High
Male,No,32,Yes,Healthcare,,,Low
Male,No,32,Yes,Entertainment,1,2,Low
Female,Yes,38,Yes,Artist,0,3,Average
Female,Yes,62,Yes,Engineer,1,1,Low
Male,No,18,No,Healthcare,1,5,Low
Male,Yes,67,No,Executive,1,2,High
Female,Yes,42,Yes,Artist,9,2,Low
Female,No,45,Yes,Engineer,0,1,Low
Male,Yes,46,No,Doctor,0,3,Average
Male,No,20,No,Healthcare,2,4,Low
Female,Yes,41,Yes,Engineer,0,3,High
Female,Yes,35,No,Engineer,7,4,Average
Female,Yes,52,Yes,Artist,6,2,Low
Female,Yes,63,Yes,Artist,1,4,Average
Male,Yes,51,No,Executive,5,3,Low
Female,Yes,29,Yes,Entertainment,0,2,Average
Male,No,27,No,Doctor,0,4,Low
Female,No,37,Yes,Doctor,1,1,Low
Female,Yes,29,No,Homemaker,,2,Average
Female,No,50,Yes,Artist,0,2,Low
Male,Yes,74,Yes,Lawyer,1,1,Low
Female,Yes,72,Yes,Artist,3,3,Average
Female,Yes,83,Yes,Lawyer,1,2,High
Male,Yes,37,Yes,Engineer,1,3,Average
Female,No,19,No,Healthcare,0,3,Low
Female,No,30,No,Artist,1,1,Low
Female,No,46,Yes,Engineer,1,2,Low
Female,Yes,65,Yes,Doctor,1,2,Low
Female,Yes,88,Yes,Lawyer,1,2,Average
Male,Yes,43,Yes,Entertainment,0,2,Average
Male,Yes,50,Yes,Executive,9,3,High
Male,No,35,Yes,Artist,8,2,Low
Male,Yes,67,Yes,Lawyer,0,1,Low
Male,Yes,66,Yes,Executive,0,1,Low
Female,No,39,Yes,Artist,3,2,Low
Female,Yes,46,Yes,Homemaker,0,,Average
Female,No,32,No,Homemaker,8,1,Low
Female,No,40,Yes,Artist,6,1,Low
Male,Yes,88,Yes,Lawyer,0,3,High
Male,No,30,Yes,Healthcare,8,5,Low
Male,No,32,Yes,Entertainment,1,1,Low
Male,Yes,43,No,Marketing,1,2,Low
Female,Yes,55,No,Engineer,3,2,Average
Female,Yes,47,Yes,Artist,0,3,Average
Female,Yes,73,No,Engineer,1,,Low
Male,No,39,Yes,Artist,,1,Low
Male,No,22,No,Healthcare,0,4,Low
Male,Yes,39,Yes,,0,5,Average
Female,No,31,No,Healthcare,0,7,Low
Male,No,27,Yes,Healthcare,,3,Low
Male,No,19,No,Healthcare,0,4,Low
Male,Yes,69,No,Doctor,0,2,Average
Male,Yes,37,No,Doctor,,2,Average
Male,Yes,45,Yes,Executive,0,2,High
Female,No,22,No,Doctor,1,3,Low
Female,No,26,Yes,Doctor,0,3,Low
Male,No,39,Yes,Artist,1,3,Low
Male,Yes,61,Yes,Entertainment,1,2,Low
Female,Yes,74,No,Lawyer,1,2,High
Male,No,29,Yes,Artist,4,1,Low
Male,No,29,Yes,Homemaker,5,1,Low
Male,No,36,No,Executive,0,3,Low
Female,No,63,Yes,Doctor,0,2,Low
Male,Yes,69,Yes,Artist,0,5,Average
Female,,35,Yes,Artist,12,2,Low
Male,Yes,81,Yes,Lawyer,1,1,Low
Female,Yes,71,No,Lawyer,1,2,High
Female,No,31,No,Healthcare,10,2,Low
Male,Yes,41,Yes,Entertainment,9,4,Average
Male,Yes,35,No,Homemaker,1,3,Average
Female,No,52,Yes,Artist,6,1,Low
Male,No,19,No,Healthcare,,4,Low
Female,,39,Yes,Artist,0,1,Low
Male,Yes,45,No,Artist,0,2,Low
Female,No,19,No,Marketing,1,4,Low
Male,No,23,No,Healthcare,2,5,Low
Male,Yes,77,No,Lawyer,0,2,Low
Female,Yes,84,Yes,Lawyer,0,1,Low
Male,Yes,47,No,Entertainment,1,4,High
Male,No,29,Yes,Entertainment,6,3,Low
Female,No,35,Yes,Artist,8,3,Low
Male,Yes,40,Yes,Artist,14,2,Low
Male,No,35,No,Healthcare,1,1,Low
Male,No,20,No,Healthcare,0,3,Low
Male,No,43,Yes,Entertainment,0,2,Low
Male,Yes,56,No,Executive,0,1,Low
Female,Yes,53,Yes,Artist,3,1,Low
Male,Yes,22,No,Executive,1,3,High
Male,Yes,32,No,Healthcare,1,4,High
Male,Yes,51,No,Executive,2,5,High
Female,No,41,No,Marketing,1,,Low
Male,Yes,37,No,Doctor,2,4,Average
Male,Yes,55,Yes,Artist,4,4,Average
Male,No,42,Yes,Entertainment,3,2,Low
Male,No,20,No,Healthcare,1,5,Low
Female,No,42,Yes,Artist,12,2,Low
Female,Yes,38,No,Engineer,1,5,High
Female,No,52,Yes,Engineer,3,1,Low
Female,Yes,48,Yes,Marketing,9,1,Low
Male,Yes,37,Yes,Entertainment,5,2,Average
Male,No,27,No,Doctor,1,3,Low
Male,Yes,48,No,Artist,3,4,Average
Female,No,25,Yes,Marketing,5,2,Low
Female,No,56,Yes,Doctor,3,1,Low
Female,Yes,68,No,Lawyer,1,1,Low
Male,No,21,No,Healthcare,0,4,Low
Female,,72,No,Lawyer,8,2,Average
Male,No,43,Yes,Artist,1,2,Low
Male,Yes,52,Yes,Lawyer,8,2,High
Male,Yes,50,No,Executive,0,5,Average
Male,No,41,Yes,Entertainment,0,1,Low
Male,Yes,40,Yes,Entertainment,8,2,Average
Male,No,32,Yes,Healthcare,8,2,Low
Male,Yes,57,Yes,Homemaker,5,2,High
Female,No,25,Yes,Artist,13,2,Low
Male,Yes,74,No,Lawyer,0,2,High
Male,No,38,Yes,Entertainment,,4,Low
Female,Yes,46,Yes,Artist,0,2,Average
Female,No,50,Yes,Artist,1,1,Low
Male,Yes,50,Yes,Artist,0,2,Average
Female,Yes,69,Yes,Lawyer,0,2,High
Male,No,29,Yes,Artist,0,1,Low
Male,Yes,84,Yes,Lawyer,,3,High
Male,Yes,73,No,Executive,1,,Low
Male,Yes,38,No,Executive,9,5,High
Female,Yes,82,No,Lawyer,0,1,Low
Male,Yes,71,No,Lawyer,0,,High
Female,Yes,50,No,Engineer,0,3,Low
Male,Yes,56,Yes,Artist,0,2,High
Male,No,19,No,Healthcare,4,3,Low
Male,Yes,29,No,Executive,12,3,Low
Male,No,26,Yes,Doctor,1,3,Low
Female,No,31,No,Doctor,1,5,Low
Male,Yes,42,Yes,Artist,0,2,Average
Female,No,33,Yes,Doctor,1,1,Low
Male,Yes,35,No,Healthcare,1,5,Low
Female,Yes,46,No,Engineer,0,3,High
Female,No,67,Yes,Artist,0,2,Low
Female,No,35,No,Artist,7,2,Low
Male,No,28,No,Doctor,8,3,Low
Female,No,43,No,Doctor,8,1,Low
Female,Yes,40,No,Artist,3,,Average
Female,Yes,73,Yes,Artist,0,3,Average
Female,No,21,No,Healthcare,8,4,Low
Female,No,32,No,Doctor,1,3,Low
Female,No,36,No,,,,Low
Male,No,32,Yes,Artist,13,3,Low
Male,No,25,No,Homemaker,14,3,Low
Female,No,40,Yes,Artist,5,1,Low
Female,No,19,No,Healthcare,0,3,Low
Male,Yes,48,Yes,Executive,5,5,High
Female,No,36,Yes,Artist,3,3,Low
Male,No,27,No,Healthcare,1,3,Low
Female,Yes,82,No,Entertainment,0,2,High
Male,No,23,No,Healthcare,9,4,Low
Male,No,30,Yes,Entertainment,14,3,Low
Male,No,30,Yes,Entertainment,8,4,Low
Male,No,30,Yes,Healthcare,1,3,Low
Male,No,28,Yes,Entertainment,1,5,Low
Male,Yes,60,Yes,Artist,0,2,Low
Female,Yes,52,Yes,Artist,1,2,Average
Female,No,19,No,Healthcare,,,Low
Female,No,19,No,Healthcare,0,2,Low
Male,Yes,40,No,Executive,1,5,Low
Male,No,38,Yes,Entertainment,8,1,Low
Female,Yes,71,Yes,Entertainment,1,2,Average
Female,No,40,Yes,Engineer,1,3,Low
Male,Yes,68,Yes,Artist,0,2,High
Male,Yes,50,Yes,Entertainment,,4,Low
Male,No,21,No,Healthcare,0,4,Low
Male,No,29,Yes,Healthcare,,3,Low
Female,,29,Yes,Entertainment,0,1,High
Female,Yes,39,No,Engineer,1,4,Average
Male,Yes,41,Yes,Executive,0,4,Low
Male,No,28,No,Doctor,,1,Low
Female,No,22,No,Healthcare,0,3,Low
Male,No,35,Yes,Artist,,1,Low
Female,Yes,49,Yes,Artist,3,2,Low
Female,Yes,26,Yes,Healthcare,8,2,Low
Female,No,33,No,Healthcare,,1,Low
Female,No,27,No,Engineer,0,2,Low
Female,No,50,No,Entertainment,8,2,Low
Female,Yes,37,Yes,Homemaker,5,2,Low
Male,No,43,Yes,Marketing,0,2,Low
Male,No,35,Yes,Entertainment,13,1,Low
Female,Yes,50,Yes,Artist,1,1,Low
Male,No,31,Yes,Artist,7,1,Low
Female,Yes,29,No,Engineer,,2,High
Female,No,20,No,Healthcare,0,2,Low
Male,Yes,66,Yes,Entertainment,1,2,Average
Male,Yes,37,Yes,Healthcare,1,2,Average
Male,Yes,52,Yes,Artist,2,2,Average
Male,Yes,45,Yes,Executive,7,5,High
Female,No,27,Yes,Healthcare,2,6,Low
Female,Yes,46,Yes,Artist,1,4,High
Female,Yes,43,No,Doctor,9,1,Low
Female,No,32,No,Doctor,8,6,Low
Male,Yes,87,Yes,Lawyer,9,4,Low
Female,Yes,40,Yes,Engineer,,5,Average
Male,No,59,Yes,Artist,1,2,Low
Male,Yes,63,Yes,Artist,1,3,Average
Male,No,23,No,,0,8,Low
Female,Yes,65,No,Lawyer,,2,High
Male,No,47,Yes,Artist,0,1,Low
Female,Yes,45,Yes,Artist,9,2,Low
Male,Yes,79,No,Lawyer,0,1,Low
Male,Yes,65,No,Entertainment,1,2,High
Female,No,38,Yes,Healthcare,0,2,Low
Female,Yes,28,Yes,Healthcare,,2,Low
Male,No,20,No,Healthcare,2,3,Low
Female,Yes,36,Yes,Artist,1,2,Low
Male,No,22,No,Healthcare,0,4,Low
Male,Yes,56,No,Healthcare,0,4,High
Female,No,32,Yes,Doctor,5,3,Low
Female,No,33,Yes,Healthcare,1,1,Low
Female,Yes,68,Yes,Artist,1,2,High
Male,Yes,53,Yes,Artist,,3,Average
Female,Yes,38,Yes,Artist,7,3,Average
Male,No,22,No,Healthcare,,5,Low
Female,Yes,49,Yes,Artist,0,4,High
Male,Yes,43,Yes,Artist,,2,Low
Female,No,33,No,Doctor,0,1,Low
Female,Yes,57,Yes,Artist,1,2,High
Female,Yes,65,Yes,Lawyer,2,6,Low
Female,,50,Yes,Artist,,1,High
Male,Yes,36,Yes,Entertainment,0,2,Average
Female,Yes,43,No,Engineer,4,7,Average
Female,No,18,No,Entertainment,1,5,Low
Female,Yes,43,No,Engineer,1,2,Average
Male,Yes,75,Yes,Lawyer,0,1,Low
Female,Yes,27,No,Marketing,,4,High
Male,Yes,39,Yes,Healthcare,11,2,Average
Male,Yes,61,Yes,Artist,2,2,Low
Female,Yes,73,Yes,Lawyer,,5,Low
Male,No,26,Yes,Engineer,0,5,Low
Male,Yes,52,Yes,Artist,7,4,Average
Male,Yes,50,Yes,Artist,1,1,Low
Female,No,51,Yes,Artist,1,1,Low
Male,Yes,50,No,Artist,1,3,Average
Male,Yes,53,Yes,Executive,9,5,High
Male,Yes,40,No,Executive,5,4,Low
Female,Yes,86,No,Lawyer,,1,Low
Female,No,26,No,Healthcare,0,3,Low
Male,No,32,No,Entertainment,9,4,Low
Female,No,22,No,Healthcare,5,3,Low
Female,Yes,36,Yes,Artist,1,4,Average
Female,,62,Yes,Artist,4,3,Average
Female,Yes,69,No,Doctor,0,1,Low
Female,No,39,Yes,Entertainment,1,2,Low
Female,Yes,81,No,Doctor,0,2,High
Female,No,28,No,Healthcare,9,2,Low
Male,No,28,Yes,Healthcare,6,5,Low
Male,No,52,Yes,Entertainment,1,5,Low
Female,Yes,40,Yes,Artist,4,5,Average
Male,No,68,Yes,Lawyer,0,,Low
Female,Yes,37,No,Artist,0,2,Average
Male,No,26,No,Marketing,1,5,Low
Female,No,31,No,Homemaker,8,1,Low
Female,Yes,68,Yes,Lawyer,0,2,Low
Male,Yes,42,Yes,Artist,1,3,Average
Female,Yes,56,Yes,Artist,1,6,Average
Male,Yes,37,No,Entertainment,1,2,Low
Male,Yes,58,Yes,Artist,1,1,Low
Male,No,33,Yes,Artist,7,1,Low
Female,No,31,No,Homemaker,8,1,Low
Female,No,27,Yes,Healthcare,0,3,Low
Male,No,25,No,Healthcare,7,4,Low
Male,Yes,51,Yes,Entertainment,1,2,Average
Male,Yes,37,No,Engineer,8,3,Average
Male,Yes,69,Yes,Executive,1,4,Average
Female,Yes,45,No,Doctor,1,1,Low
Male,Yes,38,Yes,Artist,0,2,Low
Male,Yes,51,Yes,Artist,,4,Average
Female,No,19,No,Healthcare,0,4,Low
Female,No,32,Yes,Healthcare,6,3,Low
Male,No,31,Yes,Artist,1,5,Low
Male,No,19,No,Healthcare,13,3,Low
Male,Yes,41,Yes,Entertainment,0,3,Average
Female,No,39,No,Entertainment,,6,Low
Male,No,21,No,Healthcare,1,4,Low
Female,No,30,No,Healthcare,0,,Low
Male,No,23,No,Healthcare,0,6,Low
Male,Yes,65,No,Entertainment,0,2,Average
Male,No,31,No,Executive,4,5,Low
Female,Yes,74,Yes,Lawyer,,,Low
Female,Yes,73,No,Artist,1,2,High
Male,Yes,42,Yes,Doctor,9,2,Low
Male,No,47,Yes,Artist,0,1,Low
Female,No,19,No,Healthcare,0,5,Low
Male,Yes,45,No,Executive,3,9,Low
Female,No,25,No,Marketing,,7,Low
Female,No,28,Yes,Entertainment,0,3,Low
Female,Yes,40,Yes,Artist,,2,Average
Female,,40,No,Engineer,1,4,Low
Female,No,30,Yes,Doctor,8,,Low
Female,Yes,50,Yes,Engineer,1,4,Average
Male,No,26,Yes,Healthcare,8,2,Low
Male,Yes,82,Yes,Lawyer,0,1,Low
Male,Yes,33,Yes,Healthcare,0,2,Low
Male,No,50,No,Marketing,1,2,Low
Male,Yes,83,No,Lawyer,0,1,Low
Female,No,37,Yes,Artist,9,1,Low
Male,Yes,37,Yes,Artist,6,2,Average
Male,Yes,55,No,Lawyer,1,3,High
Male,Yes,61,Yes,Artist,0,2,Low
Female,Yes,39,Yes,Artist,3,1,Low
Male,Yes,40,Yes,Artist,0,2,Low
Male,Yes,55,Yes,Artist,2,1,Low
Male,Yes,50,Yes,Healthcare,1,1,Average
Male,No,26,Yes,Doctor,13,3,Low
Female,No,53,Yes,Artist,1,1,Low
Female,No,28,Yes,Healthcare,,5,Low
Female,No,32,Yes,Artist,7,3,Low
Female,No,31,Yes,Marketing,0,1,Low
Male,No,30,No,Healthcare,0,4,Low
Female,No,31,Yes,Doctor,0,4,Low
Male,Yes,47,Yes,Artist,4,1,Low
Male,Yes,49,Yes,Artist,3,2,Average
Male,Yes,37,Yes,Executive,1,3,High
Male,Yes,47,Yes,Artist,13,4,Average
Male,Yes,52,Yes,Executive,0,2,High
Female,No,20,No,Entertainment,,7,Low
Male,Yes,79,No,Lawyer,0,2,High
Male,Yes,47,No,Executive,1,6,High
Female,No,20,,Healthcare,1,4,Low
Male,No,23,No,Healthcare,1,4,Low
Female,No,29,No,Engineer,9,4,Low
Female,No,33,Yes,Engineer,10,1,Low
Male,No,21,No,Healthcare,0,4,Low
Male,No,18,No,Healthcare,8,4,Low
Male,Yes,70,Yes,Lawyer,0,2,High
Female,Yes,56,Yes,Artist,0,2,Average
Male,Yes,42,Yes,Artist,2,2,Average
Female,No,28,No,Healthcare,1,2,Low
Male,Yes,41,Yes,Executive,,4,High
Male,Yes,81,Yes,Lawyer,9,1,Low
Male,No,30,Yes,Artist,9,2,Low
Male,Yes,53,No,Lawyer,0,2,Low
Male,No,26,Yes,Executive,9,4,Low
Male,Yes,51,Yes,Artist,1,3,Low
Male,No,19,No,Artist,9,7,Low
Male,Yes,75,Yes,Lawyer,0,2,High
Female,Yes,51,Yes,Engineer,0,1,Low
Female,Yes,70,Yes,Homemaker,3,2,Low
Female,No,38,Yes,Doctor,0,1,Low
Female,No,21,No,Healthcare,0,4,Low
Male,Yes,80,No,Lawyer,0,1,Low
Female,Yes,19,No,Artist,,2,High
Male,No,33,No,Entertainment,1,1,Low
Male,Yes,48,Yes,Entertainment,1,6,Average
Female,No,33,No,Healthcare,8,3,Low
Female,No,33,Yes,Engineer,0,3,Low
Female,No,31,No,Healthcare,1,4,Low
Female,Yes,48,Yes,Artist,1,2,Average
Male,Yes,49,No,Engineer,1,8,Average
Female,Yes,38,No,Artist,1,1,Low
Female,No,39,Yes,Artist,0,1,Low
Female,Yes,46,Yes,Entertainment,2,2,Average
Male,Yes,41,Yes,Artist,8,2,Average
Female,Yes,31,No,Artist,0,3,High
Male,Yes,37,Yes,Entertainment,8,2,Average
Female,Yes,58,No,Engineer,1,1,Low
Female,Yes,49,Yes,Engineer,1,2,Average
Female,Yes,47,No,Marketing,2,1,Low
Male,No,30,Yes,Healthcare,1,4,Low
Male,No,41,,Entertainment,6,1,Low
Female,Yes,33,Yes,Doctor,0,2,Low
Male,No,33,No,Healthcare,0,4,Low
Male,No,27,Yes,Healthcare,,1,Low
Male,Yes,45,No,Doctor,8,2,Low
Female,Yes,45,Yes,Homemaker,1,1,Low
Female,No,35,No,Marketing,,,Low
Female,No,21,No,Entertainment,1,4,Low
Female,No,36,Yes,Artist,9,2,Low
Female,Yes,56,No,,0,1,Low
Female,No,28,No,Artist,0,5,Low
Female,Yes,89,No,Lawyer,0,2,High
Male,Yes,48,Yes,Executive,1,4,High
Male,Yes,47,No,Entertainment,0,5,High
Male,No,23,No,Healthcare,,3,Low
Female,No,18,No,Healthcare,3,4,Low
Male,Yes,58,Yes,Lawyer,2,2,High
Male,Yes,42,No,Entertainment,9,3,Average
Male,No,22,No,Healthcare,0,3,Low
Female,Yes,50,Yes,Artist,2,1,Low
Female,Yes,40,Yes,Entertainment,,2,Low
Male,Yes,73,No,Executive,0,2,High
Female,No,27,No,Artist,,,Low
Male,Yes,40,Yes,Artist,1,3,Average
Female,Yes,81,No,Lawyer,1,,Low
Male,,37,Yes,Artist,1,3,Average
Female,Yes,39,No,Doctor,0,2,Low
Male,Yes,83,No,Lawyer,0,3,High
Male,Yes,55,Yes,Artist,0,1,Low
Male,Yes,51,Yes,Doctor,,3,Low
Male,Yes,42,No,Engineer,5,4,Average
Male,Yes,27,Yes,Artist,1,4,Low
Male,Yes,53,Yes,Executive,1,2,High
Female,Yes,40,Yes,Engineer,1,7,Average
Male,Yes,62,Yes,Artist,0,9,Average
Male,No,21,No,Healthcare,,5,Low
Male,Yes,40,Yes,Entertainment,1,2,Average
Male,No,27,No,Healthcare,1,3,Low
Female,Yes,84,No,Lawyer,0,2,High
Male,No,26,No,Doctor,4,,Low
Male,No,26,No,Artist,11,4,Low
Male,No,33,Yes,Entertainment,1,1,Low
Male,No,27,Yes,Artist,0,1,Low
Female,Yes,46,No,Entertainment,9,5,Average
Female,No,28,No,Doctor,,5,Low
Female,No,25,No,Healthcare,1,3,Low
Female,Yes,47,Yes,Marketing,,3,Average
Female,No,32,No,Artist,3,4,Low
Female,No,21,No,Healthcare,6,4,Low
Male,Yes,73,Yes,Lawyer,1,4,High
Male,Yes,35,Yes,Artist,0,2,Average
Male,No,52,Yes,Artist,1,1,Low
Male,Yes,40,Yes,Artist,1,2,Low
Male,No,31,Yes,Healthcare,,1,Low
Female,Yes,88,Yes,Lawyer,1,2,High
Female,No,39,No,,,1,Low
Female,No,41,Yes,Artist,1,2,Low
Female,Yes,73,Yes,Artist,,2,Average
Male,Yes,45,Yes,Artist,7,5,Average
Male,Yes,41,No,Entertainment,0,4,Low
Male,Yes,75,Yes,Lawyer,0,2,High
Male,No,39,Yes,Entertainment,9,2,Low
Female,Yes,89,No,Lawyer,0,2,High
Male,Yes,45,Yes,Doctor,0,1,Low
Female,Yes,50,Yes,Artist,1,2,Average
Male,Yes,43,No,Healthcare,6,2,High
Male,Yes,50,Yes,Executive,4,4,Average
Female,No,53,No,Entertainment,0,,Low
Female,,37,No,Engineer,2,3,Average
Male,No,40,,Artist,8,2,Low
Male,Yes,76,Yes,Lawyer,1,1,Low
Female,Yes,27,Yes,Homemaker,,2,Average
Male,Yes,41,Yes,Artist,1,2,Low
Male,Yes,50,Yes,Entertainment,3,2,Low
Male,Yes,56,Yes,Executive,8,5,High
Male,Yes,28,No,Entertainment,0,2,Average
Female,No,46,Yes,Marketing,0,,Low
Female,Yes,72,Yes,Doctor,1,2,Average
Female,Yes,41,No,Doctor,,1,Low
Male,No,28,No,Artist,0,2,Low
Female,Yes,27,Yes,Artist,8,2,Average
Female,No,32,No,Healthcare,2,4,Low
Female,No,20,No,Doctor,9,4,Low
Male,Yes,45,Yes,Executive,1,5,Low
Male,No,59,Yes,Artist,1,2,Low
Female,No,46,Yes,Marketing,1,1,Low
Male,Yes,46,Yes,Artist,1,3,Average
Male,No,41,Yes,Artist,9,2,Low
Male,Yes,70,Yes,Lawyer,1,2,High
Female,,25,Yes,Homemaker,,1,Low
Male,Yes,42,Yes,Artist,9,3,Average
Female,Yes,60,No,Engineer,1,9,High
Male,No,37,Yes,Engineer,9,1,Low
Male,No,18,No,Healthcare,0,7,Low
Male,Yes,52,Yes,Artist,1,3,Average
Female,No,32,No,Artist,2,4,Low
Male,Yes,74,No,Lawyer,8,1,Low
Male,Yes,29,Yes,Healthcare,1,2,Average
Male,Yes,37,Yes,Entertainment,0,3,Average
Male,Yes,45,No,Entertainment,1,3,Average
Male,No,22,No,Healthcare,1,4,Low
Female,Yes,60,Yes,Engineer,0,,Low
Female,Yes,51,Yes,Artist,8,2,Average
Male,Yes,59,Yes,Artist,0,2,Average
Male,Yes,55,Yes,Artist,1,2,Average
Male,No,22,No,Healthcare,2,3,Low
Male,No,18,No,Artist,,4,Low
Female,Yes,84,No,Lawyer,0,2,High
Male,No,35,Yes,Artist,,1,Low
Male,Yes,50,Yes,Entertainment,0,3,Average
Male,Yes,73,Yes,Artist,5,3,High
Female,No,23,No,Engineer,1,4,Low
Male,No,30,Yes,Entertainment,,5,Low
Female,No,21,Yes,Healthcare,0,5,Low
Male,No,18,No,Healthcare,1,4,Low
Male,Yes,46,Yes,Artist,0,3,Average
Male,No,32,Yes,Entertainment,9,2,Low
Female,No,36,Yes,Healthcare,6,3,Low
Male,Yes,37,No,Doctor,9,2,Low
Male,No,42,Yes,Entertainment,1,1,Low
Male,Yes,35,Yes,Doctor,1,,Low
Female,Yes,42,Yes,Healthcare,9,2,Average
Female,No,33,No,Homemaker,9,1,Low
Female,Yes,35,No,Engineer,1,2,High
Female,Yes,59,Yes,Artist,0,5,Average
Male,Yes,70,Yes,Artist,1,1,Low
Male,Yes,53,No,Entertainment,1,1,Low
Female,Yes,80,No,Lawyer,1,2,High
Male,Yes,56,No,Executive,,3,High
Male,Yes,39,Yes,Artist,0,2,Average
Female,Yes,73,Yes,Artist,,3,Average
Female,Yes,58,Yes,Artist,0,5,Average
Female,No,30,No,Homemaker,8,9,Low
Female,No,23,No,Healthcare,0,3,Low
Male,Yes,59,Yes,Artist,9,4,Average
Female,Yes,56,Yes,Doctor,0,2,Low
Female,Yes,40,Yes,Artist,8,1,Low
Female,Yes,68,Yes,Artist,1,2,Low
Male,No,29,Yes,Artist,1,6,Low
Female,Yes,55,Yes,Artist,1,3,Average
Male,No,21,No,Healthcare,1,4,Low
Female,No,19,No,Engineer,1,4,Low
Female,Yes,41,No,Healthcare,1,4,Average
Male,No,41,Yes,Artist,4,1,Low
Male,No,33,No,Doctor,1,2,Low
Male,Yes,31,No,Artist,,2,Average
Male,No,41,Yes,Artist,6,1,Low
Male,Yes,35,Yes,Executive,0,4,High
Male,Yes,41,Yes,Entertainment,9,2,Average
Male,Yes,81,Yes,Lawyer,,2,High
Male,No,26,No,Healthcare,0,3,Low
Male,Yes,42,No,Executive,3,5,High
Female,Yes,53,Yes,Artist,0,2,Average
Female,Yes,33,Yes,Entertainment,3,3,Average
Male,Yes,39,Yes,Artist,0,2,Low
Male,Yes,83,Yes,Executive,,2,High
Female,No,25,No,Artist,6,3,Low
Male,No,40,Yes,Entertainment,0,2,Low
Female,No,22,No,Healthcare,0,4,Low
Female,Yes,37,Yes,Artist,1,2,Average
Female,Yes,65,Yes,Artist,0,2,Low
Male,Yes,49,Yes,Artist,0,2,Average
Female,Yes,38,Yes,Engineer,1,2,Low
Female,Yes,65,Yes,Artist,0,2,Average
Female,Yes,48,No,Engineer,0,5,Average
Male,Yes,52,Yes,Entertainment,1,4,Low
Male,Yes,73,Yes,Lawyer,2,1,Low
Female,No,48,Yes,Engineer,1,1,Low
Male,No,25,Yes,Doctor,8,2,Low
Male,No,31,Yes,Healthcare,9,3,Low
Male,No,25,No,Entertainment,8,9,Low
Male,No,21,No,Doctor,0,,Low
Male,No,20,No,Healthcare,0,4,Low
Male,No,25,No,Executive,0,3,Low
Male,Yes,25,Yes,Artist,8,2,Low
Male,No,29,No,Entertainment,1,3,Low
Female,Yes,72,No,Entertainment,7,3,Average
Male,Yes,48,Yes,Artist,0,2,High
Male,No,28,No,Doctor,1,5,Low
Female,Yes,42,Yes,Artist,3,3,High
Female,Yes,32,Yes,Artist,8,3,Low
Male,Yes,49,Yes,Artist,0,1,Low
Female,Yes,55,Yes,Artist,1,2,Average
Female,Yes,40,Yes,Artist,0,3,Average
Female,No,37,Yes,Doctor,0,3,Low
Male,No,27,No,Healthcare,3,4,Low
Female,Yes,32,Yes,Homemaker,4,2,High
Male,Yes,36,No,Executive,7,4,High
Female,No,28,Yes,Homemaker,11,1,Low
Male,Yes,72,No,Entertainment,0,,Average
Male,No,18,No,Entertainment,1,4,Low
Female,No,36,Yes,Artist,1,1,Low
Female,Yes,29,No,Homemaker,,3,High
Female,Yes,88,Yes,Lawyer,1,2,High
Female,No,38,Yes,Engineer,,1,Low
Male,Yes,87,Yes,Lawyer,,1,Low
Male,Yes,51,Yes,Artist,8,3,Low
Male,Yes,51,Yes,Entertainment,1,4,Average
Male,No,31,No,Artist,3,2,Low
Female,Yes,47,Yes,Artist,1,3,Average
Female,Yes,70,No,Artist,,2,High
Male,No,31,No,Healthcare,,4,Low
Male,No,29,Yes,Healthcare,0,6,Low
Female,No,20,No,Healthcare,0,,Low
Female,No,41,Yes,Artist,1,,Low
Male,Yes,68,No,Entertainment,4,2,Average
Male,Yes,28,Yes,Artist,,2,Low
Male,No,32,Yes,Doctor,0,4,Low
Male,Yes,75,Yes,Lawyer,1,1,Low
Female,No,39,Yes,Healthcare,0,1,Low
Male,No,18,No,Healthcare,1,3,Low
Female,Yes,42,Yes,Artist,2,2,Average
Male,Yes,48,Yes,Executive,0,4,Average
Female,Yes,70,Yes,Artist,0,2,High
Male,Yes,45,Yes,Artist,1,2,Average
Female,No,29,Yes,Healthcare,0,4,Low
Male,Yes,50,Yes,Entertainment,1,3,Average
Female,No,22,No,Healthcare,0,6,Low
Male,Yes,46,Yes,Artist,0,2,Low
Male,Yes,39,No,Artist,,2,Low
Female,Yes,81,Yes,Lawyer,8,2,High
Female,Yes,49,Yes,Artist,1,3,Average
Male,No,43,Yes,Doctor,1,,Low
Male,Yes,66,Yes,Artist,1,2,High
Female,No,53,Yes,Artist,0,2,Low
Female,No,29,Yes,Artist,12,1,Low
Female,Yes,86,Yes,Lawyer,0,2,High
Male,Yes,70,Yes,Artist,1,3,Average
Female,Yes,36,Yes,Artist,1,2,Average
Male,No,35,Yes,Artist,1,2,Low
Female,Yes,42,Yes,Artist,0,2,High
Female,Yes,49,Yes,Doctor,,3,High
Female,No,20,No,Artist,0,3,Low
Female,Yes,27,No,Engineer,1,9,Average
Male,Yes,56,Yes,Artist,4,1,Low
Male,Yes,67,No,Artist,1,1,Low
Female,Yes,51,Yes,Artist,0,1,Low
Male,Yes,49,Yes,Artist,1,3,Average
